Month,CBSACode,CBSATitle,Country,PropertyType,NoOfBdrs,MedianListingPrice ,MedianListingPrice M/M,MedianListingPrice Y/Y,MedianListingSqft ,MedianListingSqft M/M,MedianListingSqft Y/Y,MedianListingPricePerSqft,MedianListingPricePerSqft M/M,MedianListingPricePerSqft Y/Y,ActiveListingCount,ActiveListingCount M/M,ActiveListingCount Y/Y,DOMUnder30,DOMUnder30 M/M,DOMUnder30 Y/Y,Median DOM,Median DOM M/M,Median DOM M/M Perc,Median DOM Y/Y,Median DOM Y/Y Perc,NewListingCount,NewListingCount M/M,NewListingCount Y/Y,PriceIncreasedCount,PriceIncreasedCount M/M,PriceIncreasedCount Y/Y,PriceReducedCount,PriceReducedCount M/M,PriceReducedCount Y/Y,PendingListingCount,PendingListingCount M/M,PendingListingCount Y/Y,TotalListingCount,TotalListingCount M/M,TotalListingCount Y/Y,PendingRatio,PendingRatio M/M,PendingRatio Y/Y,Views M/M,Views Y/Y,ViewsPerProperty M/M,ViewsPerProperty Y/Y,QualityFlagPending,QualityFlagSqft
201804,41500,"Salinas, CA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,392050.000000,0.0038,-0.0126,653.00000,-0.0151,-0.0195,660.83045233225250,0.0816,0.1873,12.0,0.1429,0.3333,0.4166,0.0937,-0.0626,36.00,-1.75,-0.0464,-3.00,-0.0769,4.0,-0.5000,-0.5000,0.0,,,0.0,,,4.0,0.0000,-0.3333,16.0,0.1034,0.0667,0.3333,-0.0476,-0.3333,0.0106,-0.0837,-0.0429,-0.1989,1,0
201804,25200,"Hailey, ID",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,217150.000000,-0.0028,-0.3401,534.00000,0.0000,-0.2112,406.55430711610400,-0.0009,0.0256,15.0,0.0000,-0.0625,0.0000,-1.0000,,209.00,45.50,0.2783,-54.00,-0.2053,0.0,-1.0000,,0.0,,,0.0,,,2.0,-0.5000,-0.3333,17.0,-0.1053,-0.1053,0.1333,-0.1333,-0.0542,-0.2388,0.0851,-0.2632,0.0769,0,0
201804,10420,"Akron, OH",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,52500.000000,0.0014,0.1425,841.50000,-0.0427,0.0212,64.86094732704350,0.0968,0.0969,14.0,-0.1765,-0.2222,0.2143,1.4297,-0.2284,147.50,22.75,0.1824,72.50,0.9667,0.0,-1.0000,-1.0000,0.0,,,0.0,,-1.0000,1.0,1.0000,-0.8333,15.0,-0.1429,-0.3750,0.0714,0.0420,-0.2619,-0.5399,-0.3789,-0.3971,-0.1087,1,0
201804,15500,"Burlington, NC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,87950.000000,0.0000,-0.1165,1147.00000,0.0000,0.0000,76.63469921534400,0.0000,-0.1166,3.0,0.2000,0.5000,0.0000,,-1.0000,80.00,31.50,0.6495,60.50,3.1026,0.0,,,0.0,,,0.0,,,0.0,,,3.0,0.2000,0.5000,0.0000,0.0000,0.0000,0.2708,0.5641,0.1846,0.9744,0,0
201804,31060,"Los Alamos, NM",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,125050.000000,0.0000,0.4324,784.00000,0.0000,0.0329,159.43877551020400,0.0000,0.3867,1.0,0.0000,0.0000,0.0000,,-1.0000,68.00,31.50,0.8630,55.00,4.2308,0.0,,-1.0000,0.0,,,0.0,,,0.0,,,1.0,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1971,-0.4787,-0.1971,-0.4787,0,0
201804,38900,"Portland-Vancouver-Hillsboro, OR-WA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,332550.000000,0.0310,0.0726,750.00000,0.0020,-0.0040,444.69044601468700,0.0128,0.0240,199.0,0.1637,1.2360,0.4221,-0.1458,-0.2776,38.00,5.25,0.1603,16.50,0.7674,104.0,-0.1034,0.0400,4.0,0.0000,0.0000,60.0,0.1111,1.5000,0.0,,-1.0000,199.0,0.1637,1.2111,0.0000,0.0000,-0.0112,-0.0594,0.2683,-0.1311,-0.4111,0,0
201804,22420,"Flint, MI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,80000.000000,0.0319,0.0674,1242.00000,0.1684,0.3955,71.45786199095000,-0.0506,-0.1510,2.0,0.0000,1.0000,0.0000,,-1.0000,227.50,17.50,0.0833,200.50,7.4259,0.0,,,0.0,,,0.0,,,0.0,,,2.0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0400,-0.1111,0.0588,-0.4331,0,0
201804,43740,"Somerset, PA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,64750.000000,0.0086,-0.0263,688.00000,0.0000,,91.42441860465100,0.0319,,9.0,-0.1818,0.0000,0.1111,-0.6945,-0.5000,86.00,-18.25,-0.1751,-58.50,-0.4048,0.0,,,0.0,,,0.0,,,0.0,,,9.0,-0.1818,0.0000,0.0000,0.0000,0.0000,-0.3333,-0.1238,-0.1915,-0.1364,0,1
201804,27220,"Jackson, WY-ID",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,349050.000000,-0.2502,-0.3415,763.00000,-0.0104,-0.0218,574.01315789473600,-0.0428,-0.0522,24.0,0.0435,0.2000,0.1666,-0.0420,0.6660,224.00,18.00,0.0874,31.00,0.1606,4.0,0.0000,0.0000,0.0,,,0.0,-1.0000,,2.0,3.0000,-0.6000,26.0,0.1064,0.0400,0.0833,0.0616,-0.1667,-0.2685,0.4568,-0.2581,0.2778,1,0
201804,45860,"Torrington, CT",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,137550.000000,0.6693,0.0004,1145.50000,0.4142,0.3243,152.13100419710850,0.3888,0.0640,36.0,0.3333,0.3846,0.4444,1.1816,1.8894,50.00,-13.50,-0.2126,-109.00,-0.6855,4.0,1.0000,-0.5000,0.0,,,0.0,,,0.0,,,36.0,0.3333,0.3846,0.0000,0.0000,0.0000,-0.2088,0.1552,-0.2500,-0.1316,0,0
201804,34940,"Naples-Immokalee-Marco Island, FL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,212250.000000,0.0351,-0.0310,717.00000,0.0000,0.0000,307.24043715846900,0.0405,0.0004,213.0,-0.0047,-0.0897,0.1972,0.0170,0.1255,92.50,11.00,0.1350,-2.00,-0.0212,52.0,-0.0714,0.1818,0.0,-1.0000,,36.0,-0.1000,-0.2500,38.0,-0.1364,0.0857,251.0,-0.0271,-0.0669,0.1784,-0.0272,0.0288,-0.0063,0.2388,-0.0227,0.3030,0,0
201804,32380,"Mason City, IA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,136050.000000,0.0000,0.1734,991.00000,0.0000,0.6517,171.54389505549900,0.0000,-0.1011,3.0,0.0000,0.0000,0.0000,,,228.00,31.50,0.1603,-51.00,-0.1828,0.0,,,0.0,,,0.0,,,0.0,,,3.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.1746,-0.3084,0.1707,-0.3143,0,0
201804,44580,"Sterling, IL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,129500.000000,-0.1072,,1280.00000,0.0000,,101.50159940944850,-0.1040,,4.0,0.3333,,0.2500,,,157.50,-4.00,-0.0248,,,0.0,,,0.0,,,0.0,,,0.0,,,4.0,0.3333,,0.0000,0.0000,,1.0000,,0.8421,,0,0
201804,37220,"Pahrump, NV",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,89950.000000,0.0000,1.2459,1215.00000,0.0000,0.6898,73.99176954732500,0.0000,0.3300,1.0,0.0000,,1.0000,0.0000,,25.00,21.00,5.2500,-277.00,-0.9172,0.0,-1.0000,,0.0,,,0.0,,,0.0,,,1.0,0.0000,,0.0000,0.0000,,-0.5405,2.9231,-0.5405,,0,0
201804,39740,"Reading, PA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,68050.000000,-0.0026,-0.2973,926.00000,-0.0146,-0.2133,99.68520461699800,0.1612,0.2565,6.0,-0.2000,0.2000,0.1667,-0.1661,,78.00,22.25,0.3991,-15.00,-0.1613,0.0,,,0.0,,,0.0,-1.0000,,0.0,,-1.0000,6.0,-0.2000,0.0000,0.0000,0.0000,-0.2000,-0.2220,1.1307,-0.0732,0.9000,1,0
201804,12260,"Augusta-Richmond County, GA-SC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,196050.000000,0.0000,0.1536,609.00000,0.0000,-0.2943,321.83908045977000,0.0000,0.6347,1.0,0.0000,0.0000,0.0000,,,461.00,31.50,0.0733,312.00,2.0940,0.0,,,0.0,,,0.0,,,0.0,,,1.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.4737,0.0370,0.4737,0.0370,0,0
201804,23500,"Gaffney, SC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,155050.000000,0.0000,,442.00000,0.0000,,350.67873303167400,0.0000,,1.0,0.0000,,0.0000,,,121.00,31.50,0.3520,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,0.0000,,0.0000,0.0000,,-0.2000,,-0.2000,,0,0
201804,20940,"El Centro, CA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,70050.000000,0.0000,-0.5756,458.00000,0.0000,-0.3997,152.83842794759800,0.0000,-0.2933,1.0,0.0000,,0.0000,,,107.00,31.50,0.4172,-32.00,-0.2302,0.0,,,0.0,,,0.0,,,0.0,,,1.0,0.0000,,0.0000,0.0000,,-0.1507,9.3333,-0.1507,,0,0
201804,29060,"Laconia, NH",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,39800.000000,0.5090,-0.4143,836.00000,-0.0165,0.1221,83.61111111111100,1.4936,-0.1479,20.0,0.0811,-0.0909,0.1999,-0.1781,0.4666,134.00,-34.50,-0.2047,-68.00,-0.3366,4.0,1.0000,0.0000,0.0,,,0.0,-1.0000,-1.0000,0.0,,-1.0000,20.0,0.0811,-0.2000,0.0000,0.0000,-0.1364,-0.0580,-0.0188,-0.1717,0.0789,0,0
201804,26420,"Houston-The Woodlands-Sugar Land, TX",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,145050.000000,-0.0273,-0.0823,799.00000,0.0000,0.0050,196.55533960720100,-0.0109,-0.0367,456.0,0.0423,-0.0788,0.3114,-0.0372,-0.1529,60.00,7.50,0.1429,12.00,0.2500,164.0,0.0000,-0.1961,4.0,1.0000,0.0000,92.0,0.1220,-0.2069,131.0,-0.0807,-0.1208,587.0,0.0121,-0.0885,0.2873,-0.0384,-0.0137,-0.0677,-0.1012,-0.0667,0.0000,0,0
201804,17460,"Cleveland-Elyria, OH",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,79250.000000,0.0044,0.1330,745.00000,-0.0449,-0.0424,89.70588235294100,0.0696,-0.0262,66.0,-0.0294,0.0645,0.3030,0.1451,0.1739,58.50,-2.00,-0.0331,-6.50,-0.1000,24.0,0.0909,0.0000,0.0,,,12.0,0.0000,2.0000,13.0,0.6250,0.1818,79.0,0.0395,0.0822,0.1970,0.0793,0.0196,-0.0480,0.3234,-0.0162,0.2817,0,0
201804,42200,"Santa Maria-Santa Barbara, CA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,629550.000000,0.0678,-0.4404,723.00000,0.0000,-0.3001,850.75702956020100,0.1312,-0.1424,27.0,-0.1429,0.3500,0.2222,-0.4401,0.4813,54.00,17.25,0.4694,-42.00,-0.4375,4.0,-0.7500,-0.5000,0.0,,,8.0,,,7.0,0.1667,0.0000,34.0,-0.0933,0.2593,0.2593,0.0688,-0.0907,-0.1774,0.2684,-0.0894,-0.0820,0,0
201804,25420,"Harrisburg-Carlisle, PA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,155950.000000,-0.0204,0.7337,669.00000,-0.0728,-0.1638,196.54088050314400,-0.0637,0.7620,8.0,-0.2000,0.3333,0.2499,1.4990,-0.6252,286.00,42.50,0.1745,258.00,9.2143,4.0,,0.0000,0.0,,,0.0,,,0.0,,-1.0000,8.0,-0.2000,-0.2727,0.0000,0.0000,-0.8333,-0.0208,-0.1646,0.0606,-0.4615,1,0
201804,39460,"Punta Gorda, FL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,95050.000000,0.0894,-0.2513,668.00000,0.0000,0.0000,127.01612903225800,0.0870,-0.3695,19.0,-0.1364,-0.1739,0.2632,0.2870,0.0092,68.00,15.00,0.2830,-34.00,-0.3333,8.0,1.0000,1.0000,0.0,,,4.0,-0.5000,0.0000,9.0,0.0588,0.2857,28.0,-0.0820,-0.0667,0.4737,0.0873,0.1693,-0.0420,0.5232,0.1064,0.7333,1,0
201804,47700,"Warsaw, IN",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,115050.000000,0.0000,-0.0792,560.00000,0.0000,0.0000,205.35714285714200,0.0000,-0.0438,0.0,-1.0000,-1.0000,,,,64.00,15.50,0.3196,43.00,2.0476,0.0,,-1.0000,0.0,,,0.0,,,0.0,,,0.0,-1.0000,-1.0000,,,,-0.1884,-0.9007,,,0,0
201804,16260,"Cedar City, UT",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,69050.000000,0.0147,-0.0343,624.00000,0.0000,0.0331,115.71759259259250,0.0393,0.0324,14.0,-0.3333,-0.3333,0.2857,0.0908,1.0007,66.50,14.00,0.2667,-85.50,-0.5625,0.0,-1.0000,-1.0000,0.0,,,0.0,-1.0000,,3.0,0.5000,,17.0,-0.2609,-0.1905,0.2143,0.1190,0.2143,-0.3955,-0.0453,-0.1698,0.2941,1,0
201804,28900,"Klamath Falls, OR",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,203000.000000,-0.0240,,718.50000,0.0000,,376.44013554216850,-0.0106,,1.0,-0.5000,,0.0000,-1.0000,,60.00,28.25,0.8898,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,-0.5000,,0.0000,0.0000,,-0.4902,,-0.2800,,0,0
201804,27980,"Kahului-Wailuku-Lahaina, HI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,549050.000000,-0.0018,0.0786,768.00000,0.0059,0.0711,755.00194881122500,-0.0175,0.0755,292.0,-0.0918,-0.2455,0.1232,-0.3283,-0.1331,104.00,7.50,0.0777,-31.00,-0.2296,40.0,-0.3548,-0.3750,0.0,,-1.0000,36.0,0.0000,0.1250,0.0,-1.0000,,292.0,-0.0932,-0.2455,0.0000,-0.0016,0.0000,-0.2258,0.0852,-0.1445,0.4800,0,0
201804,36980,"Owensboro, KY",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,54050.000000,-0.0984,,577.00000,0.0000,,93.58752166377800,-0.0985,,0.0,-1.0000,,,,,196.50,14.50,0.0797,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,-1.0000,,,,,-0.0909,,,,0,0
201804,22180,"Fayetteville, NC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,255050.000000,0.0000,0.5812,1150.00000,0.0000,0.0000,221.73913043478200,0.0000,0.2775,1.0,0.0000,-0.7500,0.0000,,,669.00,17.50,0.0269,364.00,1.1934,0.0,,,0.0,,,0.0,,,0.0,,,1.0,0.0000,-0.7500,0.0000,0.0000,0.0000,-0.2857,-0.9123,-0.2857,-0.6429,0,0
201804,14580,"Bozeman, MT",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,317500.000000,0.0273,0.1801,903.50000,0.0039,,338.01169590643200,-0.0345,,18.0,-0.0270,-0.2500,0.1667,-0.1185,2.9976,110.50,24.75,0.2886,-46.00,-0.2939,4.0,,,0.0,,,0.0,,,4.0,-0.2000,-0.8710,22.0,-0.0638,-0.6000,0.2222,-0.0480,-1.0694,-0.3100,0.0561,-0.2308,0.4706,1,0
201804,47220,"Vineland-Bridgeton, NJ",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,120050.000000,0.0000,,,,,,,,1.0,0.0000,,0.0000,,,80.00,45.50,1.3188,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,0.0000,,0.0000,0.0000,,-0.6667,,-0.8827,,0,0
201804,46060,"Tucson, AZ",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,66550.000000,0.0114,0.2089,668.50000,0.0955,0.1369,106.31768953068500,-0.0383,0.1916,48.0,-0.1933,0.3333,0.4583,-0.1610,0.3750,33.00,4.00,0.1379,-27.00,-0.4500,32.0,-0.2727,1.0000,0.0,,,8.0,0.0000,1.0000,42.0,0.7500,7.4000,90.0,0.0778,1.1951,0.8750,0.4716,0.7361,-0.1980,1.1256,-0.0055,0.6545,1,0
201804,17420,"Cleveland, TN",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,174950.000000,0.0000,,1218.00000,0.0000,,143.59605911330000,0.0000,,2.0,0.0000,,0.0000,,,123.50,31.50,0.3424,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,0.0000,,0.0000,0.0000,,-0.0263,,-0.0263,,0,0
201804,35660,"Niles-Benton Harbor, MI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,204950.000000,0.2059,0.4692,678.00000,-0.1032,-0.0252,290.11717603973800,0.1035,-0.0124,4.0,-0.1111,-0.6000,0.5000,-0.2500,4.0050,37.50,20.75,1.2388,-43.50,-0.5370,0.0,,,0.0,,,0.0,,-1.0000,0.0,,,4.0,-0.1111,-0.6000,0.0000,0.0000,0.0000,-0.3914,-0.3229,-0.3133,0.6667,0,0
201804,46140,"Tulsa, OK",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,57050.000000,-0.0298,0.1078,778.00000,0.0542,0.0542,67.98611111111100,-0.1153,0.1190,21.0,-0.0667,-0.3226,0.2857,0.0716,-0.0159,65.00,15.00,0.3000,20.00,0.4444,12.0,0.2000,2.0000,0.0,,,4.0,0.0000,0.0000,0.0,,-1.0000,21.0,-0.0667,-0.5116,0.0000,0.0000,-0.3871,-0.2624,-0.0582,-0.3737,0.1071,1,0
201804,39300,"Providence-Warwick, RI-MA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,165950.000000,0.0537,-0.0405,768.00000,-0.0026,0.0442,213.24004241772350,0.0453,-0.0404,110.0,0.0945,0.1224,0.4364,0.0569,0.0964,40.50,-1.50,-0.0357,1.50,0.0385,60.0,0.5000,0.2500,0.0,,,20.0,0.6667,0.0000,25.0,-0.0741,0.4706,135.0,0.0588,0.1739,0.2273,-0.0414,0.0538,0.0098,0.3079,-0.0860,0.1806,0,0
201804,33500,"Minot, ND",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,145050.000000,0.0000,,1407.00000,0.0000,,103.05614783226700,0.0000,,1.0,0.0000,,1.0000,0.0000,,26.00,21.00,4.2000,,,0.0,-1.0000,,0.0,,,0.0,,,0.0,,,1.0,0.0000,,0.0000,0.0000,,-0.8030,,-0.8030,,0,0
201804,38240,"Pinehurst-Southern Pines, NC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,85050.000000,-0.1602,-0.1052,785.00000,0.0888,0.1426,112.95093795093750,0.0588,-0.0240,9.0,0.0588,-0.2500,0.3333,0.4170,0.3332,59.50,-97.25,-0.6204,-13.50,-0.1849,4.0,,0.0000,0.0,,,0.0,,,0.0,,,9.0,0.0588,-0.2500,0.0000,0.0000,0.0000,0.8031,0.7085,0.5366,1.0323,0,0
201804,13740,"Billings, MT",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,185050.000000,0.6098,0.5427,1400.00000,0.4184,1.4691,143.56321839080400,0.1929,0.0066,4.0,0.3333,0.0000,0.2500,,,63.50,16.00,0.3368,-194.50,-0.7539,0.0,,,0.0,,,0.0,,,0.0,,,4.0,0.3333,0.0000,0.0000,0.0000,0.0000,1.5700,2.9118,1.1765,3.1111,0,0
201804,15620,"Cadillac, MI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,103950.000000,0.0000,,930.00000,0.0000,,111.72043010752600,0.0000,,1.0,0.0000,,0.0000,,,87.00,24.50,0.3920,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,0.0000,,0.0000,0.0000,,0.2877,,0.4247,,0,0
201804,20420,"Durango, CO",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,175050.000000,0.0000,0.0753,673.00000,-0.0037,0.0090,280.89887640449400,0.0502,0.1551,26.0,-0.0189,-0.1875,0.1923,-0.5569,0.0256,51.00,10.75,0.2671,-13.00,-0.2031,4.0,-0.5000,-0.5000,0.0,,,0.0,,,0.0,,,26.0,-0.0189,-0.1875,0.0000,0.0000,0.0000,-0.3348,-0.1334,-0.3458,0.0294,0,0
201804,42680,"Sebastian-Vero Beach, FL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,86950.000000,0.0643,0.2368,750.00000,0.0000,0.0381,143.16546762589900,0.1932,0.3145,65.0,-0.0441,0.4130,0.3538,0.3750,0.0172,59.00,-6.00,-0.0923,5.50,0.1028,24.0,0.2000,2.0000,0.0,,,8.0,0.3333,,6.0,0.5000,1.0000,71.0,-0.0139,0.4490,0.0923,0.0335,0.0271,0.0431,0.3168,0.1238,0.0351,0,1
201804,44020,"Spirit Lake, IA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,57550.000000,0.1499,27.0732,760.00000,0.0000,0.1111,85.52631578947300,0.1304,18.5000,12.0,0.0909,-0.2941,0.0833,0.8348,-0.2917,164.50,8.00,0.0511,-180.50,-0.5232,0.0,,,0.0,,,0.0,,,0.0,,,12.0,0.0909,-0.2941,0.0000,0.0000,0.0000,0.6335,0.9024,0.5294,1.6000,0,0
201804,43780,"South Bend-Mishawaka, IN-MI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,56000.000000,0.0275,-0.3004,788.00000,-0.0150,-0.0150,78.67461340206150,0.0507,-0.3032,6.0,0.3333,1.0000,0.3333,-0.2500,,45.50,-7.25,-0.1374,-62.50,-0.5787,0.0,,,0.0,,,0.0,,,0.0,,,6.0,0.3333,1.0000,0.0000,0.0000,0.0000,0.9156,3.9890,0.3139,2.0000,0,0
201804,15540,"Burlington-South Burlington, VT",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,142550.000000,-0.2110,0.0110,898.00000,-0.0580,0.1542,151.30674002751000,-0.2914,0.0184,7.0,0.0000,-0.1250,0.4286,0.0000,0.1429,47.00,-36.00,-0.4337,7.00,0.1750,4.0,-0.3333,0.0000,0.0,,,0.0,,,0.0,,,7.0,0.0000,-0.1250,0.0000,0.0000,0.0000,0.7420,0.4665,0.1173,-0.0909,0,0
201804,36260,"Ogden-Clearfield, UT",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,102050.000000,0.0101,0.1345,636.00000,0.0160,0.1042,173.61111111111100,0.0126,0.2362,4.0,-0.1111,-0.4286,0.5000,-0.3571,-0.1250,38.00,25.00,1.9231,7.00,0.2258,0.0,-1.0000,-1.0000,0.0,,,0.0,,-1.0000,4.0,-0.2000,-0.5000,8.0,-0.1579,-0.4667,1.0000,-0.1111,-0.1429,-0.4116,-0.5071,-0.3065,-0.1400,0,0
201804,25740,"Helena, MT",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,127050.000000,0.0808,-0.5685,585.00000,0.0000,-0.7701,220.86956521739100,-0.0194,0.5591,7.0,0.0000,0.4000,0.1429,,,79.00,24.50,0.4495,-13.00,-0.1413,0.0,,,0.0,,,0.0,,,0.0,,,7.0,0.0000,0.4000,0.0000,0.0000,0.0000,-0.1779,0.9623,-0.1831,0.3810,0,0
201804,15260,"Brunswick, GA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,310040.000000,0.0000,0.7586,681.50000,-0.1481,-0.2428,268.75000000000000,-0.0587,-0.0653,30.0,-0.2105,-0.0625,0.0666,-0.3670,-0.5737,292.00,31.50,0.1209,128.00,0.7805,4.0,,0.0000,0.0,,,0.0,,,2.0,,,32.0,-0.1579,0.0000,0.0667,0.0667,0.0667,-0.2011,-0.2339,0.0000,-0.2162,0,0
201804,31700,"Manchester-Nashua, NH",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,109950.000000,0.0787,0.2082,651.00000,-0.0192,-0.0579,161.62790697674400,0.0130,0.1206,19.0,0.9000,0.9000,0.7368,1.9472,0.8420,18.00,-39.00,-0.6842,-31.00,-0.6327,16.0,7.0000,1.0000,0.0,,,0.0,,,0.0,,-1.0000,19.0,0.9000,-0.2692,0.0000,0.0000,-1.6000,1.4669,0.7340,0.2936,0.1016,1,0
201804,31340,"Lynchburg, VA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,102050.000000,-0.0443,0.0736,546.00000,0.0400,-0.0073,201.28205128205100,-0.1091,-0.0483,12.0,-0.0769,-0.4000,0.3333,-0.2778,1.2220,52.00,6.50,0.1429,-213.00,-0.8038,0.0,-1.0000,-1.0000,0.0,,,0.0,,,0.0,,-1.0000,12.0,-0.0769,-0.4545,0.0000,0.0000,-0.1000,-0.2046,0.1325,-0.0787,1.0500,0,0
201804,29020,"Kokomo, IN",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,89950.000000,0.0000,2.9889,756.00000,0.0000,0.5750,118.91534391534300,0.0000,1.5368,1.0,-0.5000,-0.5000,0.0000,,,181.00,20.50,0.1277,-3.50,-0.0190,0.0,,,0.0,,,0.0,,,0.0,,,1.0,-0.5000,-0.5000,0.0000,0.0000,0.0000,-0.2297,-0.4412,0.0270,-0.2400,0,0
201804,29200,"Lafayette-West Lafayette, IN",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,59100.000000,0.0146,-0.5456,595.00000,0.0000,-0.5839,104.47342573392950,0.0219,0.0219,4.0,0.3333,0.3333,0.2500,-0.2500,,69.00,31.50,0.8400,-60.00,-0.4651,0.0,,,0.0,,,0.0,,,0.0,,,4.0,0.3333,0.3333,0.0000,0.0000,0.0000,0.3851,0.7559,0.0280,0.3095,0,0
201804,40220,"Roanoke, VA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,176550.000000,0.1278,0.5026,784.00000,-0.0175,0.0064,202.04081632653050,0.1679,0.8132,4.0,0.6000,-0.3333,0.5000,1.5012,0.5001,121.00,-153.00,-0.5584,60.00,0.9836,0.0,,-1.0000,0.0,,,0.0,,,0.0,,,4.0,0.6000,-0.3333,0.0000,0.0000,0.0000,0.7339,-0.1634,0.0600,0.3590,0,0
201804,32820,"Memphis, TN-MS-AR",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,140000.000000,-0.0179,-0.0789,,,,,,,36.0,0.0000,-0.0526,0.3611,-0.0369,-0.1425,48.00,-28.25,-0.3705,11.00,0.2973,12.0,-0.2500,0.0000,0.0,,,12.0,0.5000,2.0000,11.0,0.2222,0.0000,47.0,0.0444,-0.0408,0.3056,0.0556,0.0161,0.0130,0.3430,-0.0654,0.2346,0,1
201804,17020,"Chico, CA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,111550.000000,0.4292,-0.1978,608.50000,0.2097,-0.1097,179.07540749898350,0.1548,-0.1227,2.0,1.0000,0.0000,0.5000,-0.5000,,25.50,16.00,1.6842,-191.00,-0.8822,0.0,-1.0000,,0.0,,,0.0,,,0.0,,,2.0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.1710,0.0214,-0.5884,0.0143,0,0
201804,40900,"Sacramento--Roseville--Arden-Arcade, CA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,309950.000000,-0.0497,-0.0285,699.50000,-0.0007,-0.0723,430.02841791077250,-0.1018,0.0167,48.0,0.1294,-0.0943,0.3958,0.0195,0.3114,45.00,-13.50,-0.2308,-26.00,-0.3662,36.0,0.6364,0.5000,0.0,,,0.0,,-1.0000,31.0,0.0000,0.1071,79.0,0.0748,-0.0247,0.6458,-0.0836,0.1175,0.1519,0.3471,0.0533,0.3906,0,0
